Grupa,Asistent,"Notă finală",Total,"Examen grilă final (maxim 10)","Total lucrări de curs (maxim 10)","Lucrare de curs 1 (maxim 5)","Lucrare de curs 2 (maxim 5)","Lucrare de curs 3 (maxim 5)","Total teme (maxim 10)",Tema 0 (maxim 10),"Tema 1 (maxim 10)","Tema 2 (maxim 10)","Tema 3 (maxim 10)","Tema 4 (maxim 10)","Midterm practic (maxim 10)","Final practic (maxim 10)","Final practic refacere (maxim 10)",Total laborator,Lab00,Lab01,Lab02,Lab03,Lab04,Lab05,Lab06,Lab07,Lab08,Lab09,Lab10,Lab11,Lab12,Observații
314CB,CS,8.0,8.04625,6.501,9.166666667,4.0,4.0,3.0,9.744,10.0,10.0,11.0,8.2,,3.1,5.2,,10,x,10.0,11.0,10.0,12.0,10.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,
315CB,AF,8.0,7.91225,6.501,9.166666667,3.0,4.0,4.0,3.248,10.0,10.0,-10.0,8.9,,10.5,8.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,10.0,9.58175,6.127,9.166666667,5.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,8.0,9.5,,10,x,10.0,10.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,10.0,10.59275,8.371,10,5.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,12.0,10.5,,10,x,10.0,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,10.0,10.0,
315CB,RIR,9.0,9.1965,7.502,10,4.0,5.0,3.0,9.584,10.0,10.0,11.0,7.7,,7.5,6.7,,10,x,10.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,11.0,
315CB,RIR,10.0,9.88725,8.129,9.166666667,4.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,4.8,10.0,,10,x,10.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,8.0,8.48275,6.127,7.5,4.0,3.0,2.0,9.744,10.0,10.0,11.0,8.2,,5.4,7.4,,10,x,10.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,10.0,11.0,10.0,10.0,
315CB,RIR,9.0,9.30675,5.995,6.666666667,2.0,4.0,2.0,9.232,10.0,10.0,11.0,6.6,,10.1,10.9,,10,x,10.0,10.0,10.0,11.0,12.0,12.0,11.0,10.0,10.0,10.0,10.0,11.0,
315CB,AF,6.0,6.3005,5.874,5.833333333,3.0,0.0,4.0,2.288,10.0,10.0,-10.0,5.9,,5.6,7.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,
315CB,AF,10.0,10.216,8.624,10,5.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,6.6,9.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,9.0,8.5875,7.37,8.333333333,4.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,5.2,5.9,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,10.0,9.92025,6.501,10,5.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,9.7,9.3,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,7.0,7.05625,5.005,10,5.0,4.0,5.0,3.6,10.0,10.0,-10.0,10.0,,5.8,7.3,,10,x,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,9.0,8.55725,7.249,5.833333333,4.0,0.0,3.0,8.88,10.0,10.0,11.0,5.5,,5.5,8.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,8.0,8.0275,4.246,6.666666667,2.0,3.0,3.0,9.744,10.0,10.0,11.0,8.2,,8.3,6.8,,10,x,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,,10.0,10.0,
315CB,RIR,9.0,9.31575,7.623,10,5.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,7.1,6.8,,10,x,10.0,10.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,10.0,10.20075,7.623,9.166666667,4.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,9.7,9.8,,10,x,10.0,10.0,10.0,11.0,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,
315CB,AF,abs,3.191,,4.166666667,4.0,1.0,,5.144,10.0,8.2,6.4,,,3.8,,,9,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,,,
315CB,RIR,5.0,5.2625,3.63,4.166666667,1.0,3.0,1.0,3.6,10.0,10.0,-10.0,10.0,,4.8,5.4,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,10.0,10.461,7.876,10,5.0,4.0,5.0,9.968,10.0,10.0,11.0,8.9,,10.8,10.1,,10,x,10.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,9.0,8.87175,6.127,8.333333333,4.0,4.0,2.0,6.96,10.0,10.0,10.5,,,12.0,9.4,,10,x,10.0,10.0,10.0,11.0,11.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,RIR,abs,2.125,,0.8333333333,1.0,0.0,,3.6,10.0,10.0,,,,3.0,,,8,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,,,,
315CB,RIR,6.0,5.58975,4.499,3.333333333,2.0,1.0,1.0,3.6,10.0,10.0,-10.0,10.0,,5.9,5.9,,10,x,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,8.0,7.741,4.004,5.833333333,3.0,3.0,1.0,10,10.0,10.0,10.5,10.0,,4.9,7.5,,10,x,10.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,
315CB,AF,6.0,5.89125,3.377,4.166666667,2.0,3.0,,7.568,10.0,10.0,8.0,4.4,,3.8,4.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
315CB,AF,10.0,9.805,6.38,10,5.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,7.1,12.0,,10,x,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,,
315CB,AF,10.0,10.35625,9.625,10,5.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,5.0,9.8,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
315CB,AF,10.0,9.68575,7.623,10,5.0,5.0,3.0,10,10.0,10.0,11.0,10.0,,8.8,7.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
311CC,ZA,6.0,6.4685,8.09,5.833333333,2.0,3.0,2.0,5.164,10.0,7.7,6.9,,,4.3,3.4,,10,x,10.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,11.0,11.0,11.0,12.0,
311CC,ES,5.0,5.356,4.62,6.666666667,4.0,3.0,1.0,4.384,10.0,8.8,1.7,1.8,,3.3,3.1,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,,
311CC,ZA,a,5.195,,7.5,3.0,2.0,4.0,10,10.0,10.0,11.0,10.0,,5.7,,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,,,
311CC,ZA,9.0,8.5775,7.37,6.666666667,3.0,3.0,2.0,10,10.0,10.0,11.0,10.0,,5.1,6.9,,10,x,10.0,10.0,10.0,9.5,10.5,10.0,12.0,10.0,12.0,11.0,12.0,12.0,
311CC,ZA,9.0,9.185,6.38,7.5,3.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,9.4,8.1,,10,x,10.0,10.0,,10.0,10.0,11.0,12.0,10.0,11.0,11.0,,12.0,
311CC,ZA,8.0,8.0515,3.83,8.333333333,2.0,5.0,3.0,9.616,10.0,10.0,8.8,10.0,,8.9,6.2,,10,x,10.0,10.0,9.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,12.0,,
311CC,ZA,10.0,10.4675,9.33,10,5.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,9.1,8.9,,10,,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,
311CC,ZA,9.0,8.6805,8.55,6.666666667,4.0,2.0,2.0,7.472,10.0,10.0,5.5,6.6,,7.0,7.9,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,11.0,10.0,12.0,12.0,
311CC,ES,6.0,5.7805,6.75,1.666666667,,,2.0,6.232,10.0,8.2,1.7,8.1,,5.1,5.1,,5,,,,,,,,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,8.0,7.9425,7.21,6.666666667,3.0,3.0,2.0,10,10.0,10.0,10.2,10.0,,4.9,4.6,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
311CC,,,1.225,,0,,,,1.5,10.0,2.5,,,,,3.4,,0,,,,,,,,,,,,,,
311CC,ZA,7.0,7.179,3.12,6.666666667,2.0,2.0,4.0,9.616,10.0,10.0,8.8,10.0,,6.2,5.5,,10,x,10.0,10.0,10.0,11.0,11.0,10.0,12.0,10.0,11.0,11.0,12.0,,
311CC,ZA,9.0,9.4225,6.75,10,5.0,3.0,5.0,10,10.0,10.0,11.0,10.0,,8.1,7.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,12.0,12.0,,
311CC,ZA,7.0,6.8795,4.71,5.833333333,3.0,2.0,2.0,8.048,10.0,10.0,5.7,8.2,,5.9,5.1,,9.5,,10.0,8.0,8.0,10.0,10.0,10.0,,10.0,10.0,10.0,9.0,,
311CC,ES,9.0,8.7275,7.55,9.166666667,4.0,4.0,3.0,9.04,10.0,10.0,11.0,6.0,,7.3,5.9,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,6.0,5.7185,3.63,5,2.0,3.0,1.0,3.024,10.0,10.0,-10.0,8.2,,3.3,3.4,6.2,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,10.0,10.729,9.42,10,4.0,4.0,5.0,9.616,10.0,10.0,8.8,10.0,,9.7,10.2,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,9.0,9.2445,7.95,10,4.0,4.0,5.0,8.368,10.0,10.0,4.9,10.0,,8.4,7.7,,9,X,10.0,10.0,10.0,10.0,,10.0,,10.0,10.0,10.0,10.0,,
311CC,ZA,6.0,5.632,3.8,7.5,3.0,3.0,3.0,4.888,10.0,5.0,5.7,2.7,,3.2,4.3,,9.4,x,10.0,9.0,8.0,9.0,,10.0,10.0,10.0,10.0,9.0,9.0,,
311CC,ES,8.0,7.606,5.54,9.166666667,4.0,3.0,4.0,9.584,10.0,10.0,11.0,7.7,,6.0,3.8,,9,X,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,,,
311CC,ES,5.0,5.076,2.96,2.5,0.0,1.0,2.0,7.064,10.0,8.2,4.2,8.2,,3.6,3.0,4.6,10,X,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,8.0,7.808,5.92,8.333333333,4.0,3.0,3.0,8.752,10.0,10.0,7.9,8.2,,6.9,4.8,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
311CC,ES,9.0,8.6235,6.75,10,3.0,5.0,4.0,9.744,10.0,10.0,11.0,8.2,,6.0,5.6,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
311CC,ZA,6.0,6.116,5.08,7.5,3.0,4.0,2.0,3.024,10.0,10.0,-10.0,8.2,,7.4,4.9,,10,x,10.0,10.0,10.0,11.0,11.0,10.0,12.0,10.0,12.0,11.0,12.0,,
311CC,ES,9.0,8.9325,8.55,7.5,1.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,8.2,5.4,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
311CC,ES,10.0,9.78,8.88,9.166666667,4.0,4.0,3.0,10,10.0,10.0,11.0,10.0,,7.1,7.9,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
312CC,LB,8.0,8.46,5.54,9.166666667,4.0,3.0,4.0,10,10.0,10.0,10.5,10.0,,6.5,6.2,,10,X,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,,
312CC,EM,8.0,7.453,6.62,7.5,3.0,3.0,3.0,2.992,10.0,10.0,-10.0,8.1,,8.3,8.5,,9.7,x,10.0,12.0,10.0,10.0,10.0,11.0,11.0,,13.0,10.0,,,
312CC,EM,10.0,9.7185,7.13,8.333333333,1.0,5.0,4.0,9.584,10.0,10.0,11.0,7.7,,8.9,9.6,,10,x,10.0,10.0,10.0,12.0,11.0,11.0,10.0,11.0,10.0,10.0,,10.0,
312CC,EM,7.0,6.7645,3.87,6.666666667,3.0,3.0,2.0,8.988,10.0,6.5,11.0,8.9,,7.5,3.2,,10,x,10.0,11.0,11.0,12.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,10.0,
312CC,EM,9.0,8.8325,6.83,7.5,2.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,7.0,7.2,,10,x,10.0,11.0,10.0,12.0,10.0,11.0,11.0,11.0,,10.0,11.0,,
312CC,EM,8.0,7.946,4.08,8.333333333,3.0,4.0,3.0,9.584,10.0,10.0,11.0,7.7,,7.8,6.0,,10,x,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,,10.0,
312CC,,9.0,8.92,5.46,10,5.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,5.8,7.9,,10,,10.0,11.0,10.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,,10.0,
312CC,EM,8.0,8.361,6.2,9.166666667,4.0,4.0,3.0,9.744,10.0,10.0,11.0,8.2,,6.5,5.4,,10,x,10.0,12.0,10.0,12.0,10.0,11.0,10.0,11.0,10.0,10.0,,10.0,
312CC,EM,8.0,8.4275,4.21,5.833333333,1.0,3.0,3.0,10,10.0,10.0,11.0,10.0,,9.0,8.4,,10,X,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,,
312CC,LB,10.0,10.96,10.21,10,4.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,9.6,11.0,,10,X,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,9.0,8.5425,5.29,8.333333333,3.0,4.0,3.0,10,10.0,10.0,10.3,10.0,,8.2,6.6,,10,X,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,EM,9.0,8.8775,7.67,6.666666667,3.0,2.0,3.0,10,10.0,10.0,11.0,10.0,,6.1,7.4,,10,x,10.0,11.0,10.0,12.0,10.0,11.0,11.0,12.0,10.0,10.0,12.0,,
312CC,LB,10.0,9.7165,8.21,9.166666667,4.0,3.0,4.0,9.616,10.0,10.0,8.8,10.0,,9.1,7.9,,10,X,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,8.0,8.059,4.08,9.166666667,4.0,4.0,3.0,9.616,10.0,10.0,8.8,10.0,,9.6,5.2,,10,X,10.0,10.0,10.0,,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,7.0,6.842,4.04,5.833333333,2.0,3.0,2.0,8.048,10.0,10.0,6.2,7.7,,4.7,5.9,,10,X,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,EM,10.0,10.51,8.92,10,3.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,9.3,9.4,,10,x,10.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,12.0,10.0,12.0,,
312CC,LB,a,0.3,,0,,,,0.8,10.0,,,,,,,,1,,,,,,,5.0,5.0,,,,,,
312CC,EM,7.0,6.895,5.38,2.5,1.0,1.0,1.0,10,10.0,10.0,11.0,10.0,,8.0,3.5,,10,x,10.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,11.0,10.0,,10.0,
312CC,LB,7.0,7.2785,3.87,9.166666667,3.0,3.0,5.0,9.584,10.0,10.0,11.0,7.7,,3.9,4.6,,10,X,,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,EM,10.0,10.655,8.62,10,4.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,10.7,11.4,,10,x,11.0,12.0,12.0,12.0,12.0,11.0,11.0,12.0,13.0,10.0,12.0,10.0,
312CC,LB,7.0,6.645,4.54,5,2.0,2.0,2.0,9.04,10.0,10.0,8.8,8.2,,3.5,4.6,,10,X,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,EM,9.0,8.765,8.46,8.333333333,3.0,4.0,3.0,3.6,10.0,10.0,-10.0,10.0,,10.8,12.0,,10,x,10.0,11.0,10.0,12.0,10.0,11.0,11.0,11.0,10.0,10.0,12.0,10.0,
312CC,LB,8.0,7.5,6.34,7.5,4.0,3.0,2.0,10,10.0,10.0,11.0,10.0,,4.9,3.2,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,5.0,5.18,6.46,5.833333333,2.0,2.0,3.0,2.16,10.0,10.0,-10.0,5.5,,3.5,3.2,,10,X,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,8.0,7.945,4.92,8.333333333,2.0,4.0,4.0,9.04,10.0,10.0,8.8,8.2,,4.8,6.9,,10,X,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,LB,7.0,6.706,5.38,6.666666667,3.0,3.0,2.0,7.504,10.0,10.0,8.8,3.4,,5.6,3.7,,10,X,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,11.0,10.0,
312CC,EM,8.0,8.445,5.5,8.333333333,4.0,4.0,2.0,10,10.0,10.0,11.0,10.0,,6.7,6.6,,10,x,10.0,11.0,10.0,12.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,
312CC,,a,0.05,,0,,,,0,,,,,,,,,0.5,,,,,,,5.0,,,,,,,
312CC,LB,10.0,10.49,9.16,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,11.0,8.8,,10,X,10.0,11.0,10.0,11.0,11.0,11.0,10.0,12.0,10.0,10.0,11.0,10.0,
312CC,LB,10.0,10.2025,8.29,9.166666667,3.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,8.3,9.7,,10,X,10.0,10.0,10.0,10.0,10.0,11.0,11.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,9.0,8.5325,7.95,7.5,2.0,3.0,4.0,10,10.0,10.0,10.5,10.0,,5.7,5.4,,10,X,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,8.0,7.7415,5.75,8.333333333,3.0,3.0,4.0,9.616,10.0,10.0,8.8,10.0,,5.5,4.4,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,,
313CC,LB,7.0,6.6285,3.33,7.5,4.0,4.0,1.0,9.584,10.0,10.0,11.0,7.7,,4.0,3.5,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,9.0,8.54,4.62,7.5,4.0,4.0,1.0,10,10.0,10.0,11.0,10.0,,7.6,8.0,,10,X,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,12.0,
313CC,IB,9.0,8.55,9.0,8.333333333,3.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,6.0,3.8,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,
313CC,LB,7.0,7.053,4.66,8.333333333,4.0,3.0,3.0,7.632,10.0,10.0,7.1,5.5,,6.3,4.4,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,9.0,8.91,8.04,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,8.0,4.4,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,10.0,9.645,8.46,9.166666667,5.0,4.0,2.0,8.72,10.0,10.0,6.0,10.0,,11.4,7.9,,10,X,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,
313CC,IB,8.0,8.4125,7.83,8.333333333,4.0,3.0,3.0,10,10.0,10.0,10.5,10.0,,7.8,3.7,,10,x,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,
313CC,IB,5.0,5.2325,4.21,3.333333333,1.0,3.0,0.0,0.4,10.0,10.0,-10.0,,,7.3,7.4,,10,X,10.0,10.0,10.0,10.0,8.0,11.0,10.0,10.0,10.0,10.0,11.0,12.0,
313CC,LB,10.0,10.375,8.0,9.166666667,2.0,4.0,5.0,10,10.0,10.0,11.0,10.0,,11.3,10.1,,10,X,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,7.0,6.7,3.12,5,2.0,3.0,1.0,10,10.0,10.0,11.0,10.0,,6.2,4.2,,10,X,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,a,0.09,,0,,,,0,,,,,,,,,0.9,X,,9.0,,,,,,,,,,,
313CC,IB,a,0.09,,0,,,,0,,,,,,,,,0.9,,,9.0,,,,,,,,,,,
313CC,IB,10.0,9.5825,9.21,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,8.3,5.8,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,
313CC,LB,10.0,10.0025,7.83,9.166666667,4.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,9.7,8.8,,10,X,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,7.0,6.986,4.08,6.666666667,2.0,3.0,3.0,8.144,10.0,10.0,6.1,8.1,,6.3,5.2,,10,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,6.0,5.996,4.92,6.666666667,3.0,3.0,2.0,3.024,10.0,10.0,-10.0,8.2,,6.1,5.6,,10,X,10.0,11.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,7.0,6.5955,3.71,4.166666667,1.0,2.0,2.0,9.232,10.0,10.0,11.0,6.6,,3.6,5.5,,10,X,10.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,8.0,7.518,4.38,5.833333333,4.0,3.0,,8.592,10.0,10.0,8.8,6.8,,9.5,5.8,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,
313CC,LB,9.0,9.335,7.46,9.166666667,3.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,8.2,7.1,,10,X,10.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,7.0,7.2945,5.87,8.333333333,5.0,3.0,2.0,8.688,10.0,10.0,8.8,7.1,,3.8,4.1,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,10.0,9.58,9.58,10,4.0,5.0,5.0,10,10.0,10.0,11.0,10.0,,7.6,5.7,,10,X,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,
313CC,LB,8.0,7.7305,5.67,10,4.0,4.0,4.0,7.312,10.0,10.0,3.9,7.7,,5.6,5.7,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,LB,10.0,10.6775,9.21,9.166666667,3.0,4.0,4.0,10,10.0,10.0,11.0,10.0,,10.1,10.2,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,
313CC,IB,8.0,7.9285,3.63,7.5,3.0,3.0,3.0,9.584,10.0,10.0,11.0,7.7,,4.5,8.2,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,
313CC,IB,4.0,4.2605,2.12,0.8333333333,0.0,1.0,0.0,5.152,,,7.9,8.2,,0.5,1.6,4.7,10,X,10.0,9.0,8.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,
314CC,SW,8.0,7.6525,5.01,6.666666667,3.0,3.0,2.0,10,10.0,10.0,11.0,10.0,,7.5,4.6,,10,X,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,SW,7.0,7.0635,4.87,4.166666667,3.0,1.0,1.0,9.264,10.0,10.0,11.0,6.7,,6.3,5.1,,10,X,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,AAM,10.0,11,10.12,10,4.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,10.2,11.5,,10,X,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,,a,1.197,,0,0.0,,,1.428,,5.1,,,,5.3,,,3.1,,11.0,10.0,,10.0,,,,,,,,,
314CC,SW,10.0,9.645,8.58,5.833333333,4.0,3.0,,10,10.0,10.0,11.0,10.0,,10.0,8.5,,10,X,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,AAM,10.0,10.095,8.42,10,5.0,5.0,4.0,10,10.0,10.0,11.0,10.0,,9.9,8.0,,10,X,12.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,
314CC,SW,8.0,7.615,6.96,6.666666667,4.0,3.0,1.0,10,10.0,10.0,11.0,10.0,,4.5,3.7,,10,X,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
314CC,SW,9.0,8.789,7.46,10,4.0,5.0,4.0,8.776,10.0,7.0,8.8,10.0,,3.8,7.4,,10,X,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,
314CC,SW,8.0,8.3625,6.29,7.5,2.0,3.0,4.0,10,10.0,10.0,11.0,10.0,,5.4,6.5,,10,X,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,
